activity_instance_id,member_id
10,2552
3480,2258
605,2066
1354,1546
2680,2942
2353,4515
1602,2243
243,2229
754,4552
1761,1921
1007,2369
1053,2308
501,3930
1185,2797
3144,32
3747,4765
3949,925
3850,2338
1603,2303
3118,3398
1099,2276
3507,4641
706,721
2467,267
3401,2143
709,2992
306,3989
1358,983
3135,2110
481,387
1092,2218
1783,4295
2701,2572
2049,835
1739,1543
1759,3609
3329,4338
2342,3474
757,2212
3789,707
3613,2693
3372,690
2541,1346
3273,3796
2654,3874
2170,2994
1532,4715
2008,850
881,2619
3615,1120
2824,2753
2670,2310
1572,4933
1874,2059
640,3962
826,1719
3287,763
2002,3991
1640,353
2725,4598
158,4095
1344,1069
454,3699
373,2468
2315,3402
418,2048
2752,4720
1767,826
1133,2184
3540,3667
430,2656
519,3311
3306,3199
2019,1046
1365,3738
2097,4302
226,4223
3875,2877
432,2004
443,1296
57,299
718,1244
1893,892
1189,999
1343,4410
1635,839
1843,190
1221,4322
732,4992
3082,411
2867,49
3117,1981
1682,2540
2182,2091
869,4371
2172,4633
3347,687
904,1221
557,376
2675,2050
121,917
916,3715
840,952
2920,3905
2038,609
2095,709
1059,4365
3605,2667
2181,3202
1674,1153
1089,4737
2086,419
1474,4183
2226,1366
802,4483
43,563
1966,2116
879,1385
3067,1704
115,3839
1208,2155
1720,3746
990,4086
1519,2496
2762,4108
3675,2401
1610,4601
697,2149
2767,3720
3300,273
1338,612
2147,3631
224,209
2691,3271
2715,618
2169,9
22,3728
1796,554
2773,457
79,2486
1145,1011
2046,1939
104,1563
3332,4577
1339,2510
2257,2249
289,2442
3327,1815
1770,734
3859,3909
1216,1288
2514,302
894,4307
2919,2202
1361,3810
362,440
1949,1318
2750,4558
2971,4514
3365,3078
491,414
2395,3472
2549,3206
3726,462
2499,3953
3766,959
1331,3586
1711,1144
2853,1919
905,1890
817,1245
3858,431
737,1855
1173,1256
2409,705
915,2857
1194,1541
2791,4784
2864,1415
1142,728
319,515
1569,1103
1303,1931
849,2020
733,4582
2222,1066
3415,1657
3168,2776
3078,2343
708,1820
468,3901
2694,2862
2129,1898
3906,629
236,4934
1615,3489
3830,1313
175,2512
2812,2220
305,2029
1500,1797
3697,560
3029,4303
1733,2525
3203,3339
2622,1028
2303,4421
2510,1067
680,881
1611,628
327,2205
1330,140
3353,3010
2057,4526
433,3736
2497,2737
26,4309
1244,916
1939,836
2821,4968
3991,2657
3388,2903
2849,3674
3112,4914
77,2957
762,1556
1067,1739
96,4049
1836,3228
2027,649
40,4093
1917,2935
3198,717
2790,2137
3398,4215
3604,4586
2490,4321
404,4351
1086,1298
1878,4487
2413,4847
3618,4440
210,1514
2613,1073
1994,1025
3720,2780
838,1383
3972,4259
931,2421
2537,3242
3995,4687
3607,3512
2676,4103
941,867
3019,3845
601,1922
712,4322
3175,1612
1694,4992
886,3130
2352,3077
2663,4281
1208,1723
148,1427
3761,3093
2180,3100
2581,496
1553,2503
1760,424
1351,3275
2013,1580
1382,914
127,778
1205,4057
3054,93
441,3630
3077,3912
2037,1860
2319,433
3541,3295
2487,480
3462,3386
2561,2458
2306,1391
2959,4550
3701,4804
3899,1374
342,4088
2332,941
52,3990
3638,391
3914,2354
3364,889
1679,3407
3487,360
3439,2905
2407,808
3856,4711
1543,982
2008,3811
2361,2747
3676,3476
435,780
3749,1053
2289,210
1537,47
370,1687
617,2786
2453,218
2382,1062
2613,3678
2281,418
782,1719
2341,3257
3342,1748
1906,4781
3896,2487
3604,4212
3956,3941
3391,2555
1460,622
3066,595
1916,1596
603,4453
2413,2652
1905,1151
21,4678
2977,2597
2651,3816
3401,1500
3876,4522
2002,634
1761,557
1887,4560
1947,3549
456,4467
494,3837
1782,4683
3888,1747
2003,425
3525,422
36,395
2462,2170
656,1783
3894,3080
1851,1076
3334,1784
435,4017
1902,2315
616,491
1407,4000
3947,3504
189,4294
1885,4688
2976,4274
3017,2121
495,3384
965,3952
2278,2211
3630,2474
467,4657
414,1257
2911,2278
2654,233
3810,2081
3150,2072
2234,3387
367,2406
1571,1248
646,2119
722,2276
3312,4380
1125,1477
452,3204
1037,3595
2065,1724
799,136
1667,2041
635,3791
1966,3719
3667,1609
2842,2499
540,4887
2393,3043
2858,4060
2167,2413
3958,2963
951,3116
1378,312
2212,2182
1839,3576
2478,3069
182,2563
152,2357
3563,2560
1502,3295
2,1632
3856,1333
713,916
1444,3340
206,2192
244,4383
1750,3265
3156,2403
3221,3844
156,294
988,4164
1934,4014
2475,1833
1243,101
3398,4202
1748,1021
474,2116
1734,4347
3491,3239
3606,1371
1091,1130
1674,2672
330,537
1208,4215
868,4220
3554,943
3375,923
3253,2032
1681,4971
3169,4368
1286,1645
2524,592
1687,461
1531,4852
2870,1556
232,1919
3447,2226
1744,523
1746,3647
80,3757
671,2550
173,2146
938,4889
1936,36
88,2137
2571,4340
139,2274
3076,95
1476,3290
2303,1697
3816,1568
2603,3163
2567,4530
2807,641
1807,1940
890,1028
684,1781
767,4153
816,82
1728,2993
1634,956
2938,3736
917,3205
3397,2834
1235,1636
2768,3567
1973,1721
2962,2079
783,2715
1156,1332
1608,2934
2795,4892
1406,2004
2087,755
3968,1996
1932,358
3121,4147
309,4125
764,1459
2015,649
1238,37
3940,2996
3446,331
867,2876
3536,176
1790,3071
2537,648
515,3232
2689,4321
2775,2157
766,2128
1546,4566
2907,3426
3934,4434
114,4085
1928,4725
1239,4748
866,3577
3238,2408
361,4528
2395,1573
3001,1124
1079,3553
1415,273
1245,2989
451,1192
2612,1764
1359,1959
2254,111
363,1218
2206,2002
3583,291
484,3465
1009,1363
1344,2589
1777,2977
708,3321
2607,2231
3623,503
3702,4689
1707,718
2042,3407
8,1131
3670,1785
1787,3948
2464,3148
2365,112
308,4427
3714,3657
1733,4577
2443,3801
1582,4063
685,3157
177,1952
587,3433
490,1092
2170,2503
3425,1654
1468,2251
3616,3527
1657,995
971,399
2245,4924
1051,403
936,3124
2077,4963
2071,1994
2010,2265
529,3766
1427,4574
1974,3272
3794,124
2591,2338
110,3114
3287,166
1630,3780
2730,2536
1804,3573
3424,4277
2484,1033
856,3098
1683,3380
642,4283
1390,2577
1234,2470
1501,3168
179,3347
2199,1382
1463,2559
2220,4488
3671,48
3003,3965
558,4966
1446,3978
2351,4782
2050,830
3980,4911
2078,816
3439,688
2032,4599
245,4989
2656,3930
3970,3946
2622,1776
3286,4361
1656,1861
1741,4004
3660,3607
2406,1311
2594,466
1019,768
2506,4448
2258,1595
2232,2309
3713,93
3300,1020
3455,588
611,851
3557,56
2708,3508
1386,1032
3767,2508
3786,1743
846,3908
2398,1054
3147,2593
2519,4032
1578,1297
1637,876
3690,3666
2491,2805
116,3261
3194,2092
2698,1391
1878,2778
512,2372
1492,247
2558,4676
2505,719
3993,3815
3429,4386
2855,3287
1040,1208
2430,2824
3869,1400
2436,494
1380,2540
2376,4081
1869,3208
310,3055
1355,4567
3917,1378
679,2884
3266,1863
3783,2964
183,2734
959,4207
3781,1718
2982,4559
2743,1061
1145,4590
674,1560
2304,2302
1565,3298
1333,4231
2180,754
2248,2283
499,1963
3158,2750
1064,3057
3712,2007
364,2760
2932,4870
1538,1181
1247,4950
2675,1847
1931,4790
3689,75
769,3810
2628,419
2018,2373
1929,3045
1890,1283
3532,1693
599,2082
3635,3147
3998,2699
980,924
1409,3914
2099,3648
3416,3165
2821,4072
1391,2700
3087,695
166,4661
3030,1136
630,3243
473,2155
931,2090
3187,236
649,3482
2999,1564
1940,4557
1160,526
924,2896
1144,1591
874,1083
2109,4470
3422,1429
501,308
299,4240
1210,2809
3451,1306
3945,911
1998,1383
1603,949
1832,1798
3768,1578
3483,567
718,2453
3521,2328
3981,1106
3537,1850
1585,3360
2776,3469
2633,4634
996,4170
237,4189
1574,90
357,467
3319,298
844,4662
306,4474
2166,958
3013,763
1447,1722
3160,2316
3931,3949
2402,4925
2736,1008
3728,2820
1371,1355
1320,57
3636,3546
1443,4886
442,2439
1448,192
759,2525
3857,3739
812,1469
1620,4751
1018,4106
1739,1480
1122,4538
1317,3016
3053,3030
1978,4628
3502,2248
792,2044
3858,4233
2198,3471
3527,3745
2980,1562
1627,3724
2490,2704
2445,3341
1425,1555
903,327
878,2668
2623,3306
3761,4608
802,2650
956,4010
2400,565
3882,325
2207,3571
324,3182
3280,522
534,3197
3804,4713
3015,3969
3883,1960
2202,364
2822,767
3100,4928
3153,3005
1136,3249
3861,1565
3726,3651
1798,4987
2791,1823
2554,2583
1002,809
3499,4363
12,3203
2543,3857
3276,32
1757,2046
2186,1329
128,1165
304,2991
3034,786
1473,353
3379,4325
3070,2047
2149,3634
2588,2098
1795,1844
1575,3350
1616,1642
2626,3944
1880,4082
3249,837
2484,2901
2947,1171
2259,4431
1574,4292
530,1116
2178,4486
3471,4495
541,4891
919,4048
1755,1015
2258,2734
1706,1399
3599,4572
1898,1045
2766,1085
2222,2111
124,245
707,1172
3019,4506
1674,3693
2182,1138
3793,170
480,1883
272,198
3456,3072
2620,2520
1904,3133
2074,4003
2311,1217
2739,3294
1013,2801
440,3214
2445,957
1592,4329
418,12
363,2641
1126,4578
23,4683
1697,2519
2788,4455
747,2112
1902,1090
3303,873
423,3399
3889,96
3232,4563
2291,3198
3980,695
263,4766
1922,1990
367,4139
2491,2365
3289,4720
18,667
3901,3225
2770,3278
3363,1732
3279,4028
1285,4085
1097,1541
1542,2813
847,1605
777,2683
3911,223
135,3203
2995,2218
978,3472
128,2153
3204,4635
1014,2299
1110,4254
1048,1834
2810,3511
2264,3717
3390,1776
2884,1437
2815,423
895,1287
3953,1422
948,3894
1863,289
180,74
2168,971
318,2084
1377,3240
1478,2899
2823,1992
3788,694
1756,4996
3378,3818
1789,2374
2,640
3000,3269
1467,2064
852,4248
1212,3709
1078,2995
281,3232
977,1676
2955,3763
15,3355
3944,4226
2442,229
3486,276
2808,3257
1765,1583
1446,2457
865,2592
2335,2873
1089,3917
990,1049
531,2888
1076,3860
1847,4427
1499,3901
648,2818
3166,81
2192,3146
2239,1033
2132,3425
554,3452
2464,1344
1237,3937
3419,3502
3863,1861
3024,110
1639,3485
1033,4364
2494,3680
301,4137
3496,3591
3339,2424
2700,4421
2898,4483
231,1414
1121,185
3128,1256
566,2964
160,777
3798,1602
2076,2155
1556,3430
3022,2786
2627,2369
1633,3598
431,3357
3796,1121
2099,63
887,4345
2699,3678
1971,4876
136,2226
2742,2253
611,2463
967,3405
2575,2467
108,568
3195,2388
1420,3827
1719,2770
2016,970
1726,1875
189,2485
2429,1131
1383,699
1364,1848
3420,87
2352,763
3507,4703
2850,3980
725,2334
3654,2361
838,3359
2650,3822
2757,3689
867,1769
2458,930
803,4374
570,2489
3728,3347
2159,4237
2382,645
141,791
1812,3905
2504,2142
1220,2929
664,4598
1978,4201
1586,2500
859,1674
348,1307
289,3336
1577,969
1224,4964
3489,3533
3724,4088
3744,4318
3861,3270
1094,4181
2411,2746
2399,1658
3129,4036
1429,3779
524,2254
1839,1025
3740,444
1452,4225
3884,3768
3824,3173
1256,2632
2244,4908
3448,256
392,2884
1649,1356
1185,1393
1625,820
3385,4998
3826,798
131,3781
237,3540
1011,3154
293,880
3504,4492
1310,1928
3304,4705
3338,1540
215,2197
3855,2434
2743,3576
1124,2283
618,1545
1862,1104
1642,4934
614,2245
3946,771
1675,3348
3981,4234
2848,3512
1068,917
1679,858
1407,3300
1658,2321
1197,989
716,4718
3167,2956
2131,3140
3439,1069
3705,3338
3537,3573
3649,1419
1910,3123
2688,508
1401,2125
3672,4013
2553,1595
1465,4042
396,2501
2880,181
63,1109
1710,3691
144,4462
3660,1981
1475,2759
1793,8
1032,1113
3837,3239
2252,3143
1040,3840
1114,3236
1313,2688
1521,1485
1656,1823
2362,4386
3633,3568
2584,3089
410,2150
3543,4442
198,3122
2976,26
235,1409
2707,4362
3636,3998
4,4925
398,336
3690,3244
2115,2826
3688,3948
3029,569
1195,1278
3834,2201
3521,1681
3388,3904
3305,653
3675,4971
3795,1201
3440,2079
1580,1698
3539,3253
793,4811
3579,3274
3442,2975
2811,1006
1588,2713
3215,1460
2059,768
685,1982
666,2841
2729,776
3990,4103
406,1707
3667,1856
2121,1229
133,283
3721,1226
2817,2275
295,1374
1430,1850
2315,3226
291,3684
1600,709
3418,4828
3350,2812
703,3679
3222,3012
3125,1633
504,3599
1631,318
3175,255
3321,1112
2756,2475
1345,1322
1416,4167
833,2619
1595,4868
1684,4327
3742,2223
3945,4024
3494,4402
1253,123
2190,821
3396,207
2154,2307
2347,3375
1779,4026
265,1802
744,1652
329,4192
2827,3672
909,1692
3325,579
1488,2912
1947,28
2711,4947
127,1254
3010,2631
3174,3002
3382,3916
1017,1321
3089,2271
617,1046
3882,2446
2984,94
3106,442
819,1089
2675,522
3611,4143
241,1059
1463,747
2999,744
1698,269
3224,445
2927,4585
1340,151
2689,2616
821,2252
2906,3398
3101,904
2433,3863
3211,955
150,2938
1646,2696
2370,4280
3598,1457
3365,73
3886,2932
1324,2085
372,4286
1093,4813
3510,1315
2787,2532
2557,719
3238,3509
3367,2952
3663,4128
3747,4810
125,1286
3908,38
115,733
282,4118
3655,1933
1856,4007
2855,3952
3243,626
2199,3927
20,322
3546,1722
2119,4698
1632,4914
1939,167
3308,4967
601,2708
3556,332
1380,4134
767,3469
723,1415
575,1329
3147,1686
2296,784
1899,3640
3722,1
2713,515
733,481
3986,4047
2376,3969
2862,4262
3748,4584
1491,1083
2150,3993
2539,1783
3491,3633
2996,1163
3278,4142
1263,3985
219,585
1526,300
2197,4369
3461,1219
2612,1598
2162,3491
3564,674
2452,1556
3492,3292
2559,2375
1757,1438
2940,1788
548,2555
2482,705
545,2527
3922,396
2114,1792
1390,1892
2610,436
946,3088
3355,1220
2565,3699
3253,4740
2871,3193
712,2354
1948,4009
1967,5
1880,546
3957,3044
3157,3814
94,2701
3301,3209
58,4827
3536,2529
1780,4418
3011,4361
775,1736
745,4888
510,4979
1433,1607
2210,1786
2186,3187
3584,2271
559,1497
3532,3411
1841,2888
2845,4669
587,4886
471,4212
1350,3294
3427,3816
2453,4875
2577,3882
279,2170
1639,3993
260,681
2354,1506
83,3350
2118,4789
2588,1274
2920,4839
962,2266
1229,2793
1624,3522
2287,992
108,1436
3884,1969
3225,1933
2780,3500
3564,4091
1742,1654
728,3399
1864,4975
2710,314
2773,3336
3633,2836
3829,3146
322,3670
550,1798
3322,3861
1466,585
2919,1234
2279,1297
296,899
3406,2054
2203,2580
866,4291
92,2853
3559,1006
3102,3587
1357,2484
2344,3307
1281,3176
3106,2005
944,4677
2937,3222
1493,2470
2735,1062
2020,1815
2889,1747
3325,4191
1318,3985
520,1384
3736,1452
3868,145
1335,3823
1852,3993
244,123
430,1228
3950,2861
2276,3804
3637,342
2395,109
541,706
2194,817
1499,1744
288,4597
1574,3340
3274,3906
3292,4533
3687,3778
1227,631
3220,748
1857,3106
3110,1261
3880,1838
3884,753
308,2496
938,4675
2325,1427
2162,2816
1167,1505
2775,3640
3212,1201
1443,1667
1160,54
2425,1231
2978,2785
3861,2204
2269,1265
389,4837
1418,589
285,2720
1813,4572
2457,3740
173,1856
1607,1982
3650,3285
3078,3327
2032,452
221,254
1311,2388
3458,1089
644,277
122,4317
2238,2105
2488,64
1795,4656
2308,3463
2071,483
1429,1394
1120,3539
517,4817
721,3637
3893,956
579,1244
638,2968
391,4128
2956,3283
3810,4245
1773,4264
3395,1434
3708,2691
2365,3678
131,3904
3789,4027
1098,4626
3227,2066
1696,3364
1885,3589
3,648
3903,181
1898,3888
105,4633
1554,1576
3632,3203
674,3702
933,374
1863,3924
1367,1569
1171,11
2925,3891
1252,2877
2586,3828
203,4501
1413,2635
3239,4056
3391,3776
3272,206
1411,262
3291,3373
3067,122
1829,4246
3317,2698
41,783
1835,1060
2260,2280
3716,187
2440,1749
1971,4886
762,2722
3358,4556
3442,2620
1990,1162
2552,3502
1745,3217
2544,588
55,3043
1669,709
1081,3100
1732,2775
827,4414
3508,2076
2706,1638
2184,289
312,4084
3586,4288
3590,3308
2411,2356
2984,3397
2571,4874
1778,1732
1642,114
1843,2172
930,247
2354,716
3801,1439
1004,996
255,251
965,4958
872,2329
2198,3913
1459,4252
3254,948
2806,1064
1755,93
804,312
3169,2069
1684,3180
3684,2568
2501,1621
3820,2457
2799,1701
157,701
1797,1864
127,20
3111,4382
1384,3557
1434,3668
3985,5
672,2531
199,1949
262,4792
3270,410
1629,3488
2715,3200
1704,1128
904,3459
3561,686
268,1163
1721,3411
2379,4380
112,2829
3643,4216
3124,1624
3057,2003
3514,3500
891,4431
3964,1103
1377,1126
1050,4940
859,2318
3543,3543
2788,2062
3831,2703
3440,2371
2280,2141
1962,3118
2928,3818
3472,3783
3003,730
598,798
1022,3093
282,4601
1286,2334
2337,4536
2338,547
293,1257
2139,3276
1039,2977
1859,1342
3902,1973
1700,3711
2739,4669
755,3294
1146,191
3734,4411
2764,4041
2126,640
3193,4091
3715,1462
3712,2893
2693,4369
3839,3170
254,3538
2275,527
675,3053
1140,384
2429,1658
368,1239
3909,2508
2958,1640
1308,2345
2122,47
3969,2104
979,4953
2718,3491
821,421
1660,3553
2180,2413
3842,3941
3206,4239
3516,1420
1580,4671
2777,814
3153,3119
1297,1895
3975,42
3313,4832
1810,3579
1653,972
412,201
1155,3674
953,1556
2141,3900
2499,3748
3334,2461
422,4493
3657,142
3246,4934
1727,3254
3167,3696
3834,2805
96,3610
2676,4319
3598,3381
3991,752
637,3243
1421,1712
3339,1345
3913,3395
2318,4879
2857,656
975,3323
3139,3408
3639,4694
2097,2035
3951,4658
2387,580
2132,523
3750,1944
3492,2653
186,4765
3701,2406
1231,2669
464,4594
3740,252
1621,3620
2733,851
3651,1565
3749,4473
538,782
3229,3489
3714,2293
1756,2025
825,1043
2687,1710
3660,894
1253,2590
2601,3434
326,1376
1123,3759
3184,3091
97,602
606,2598
3739,3688
406,3000
2924,1123
584,1423
2263,4190
1791,691
2583,742
1310,3867
2551,4339
147,3484
3833,192
1356,215
3773,4183
968,3190
2724,1164
2629,1929
2681,3694
2302,1147
1393,612
726,3810
2437,3127
2423,3662
1703,3143
2475,402
3490,1890
2746,2343
2908,4043
770,1881
466,4165
2001,239
651,3934
1976,2822
395,2467
442,1956
2826,3242
3070,4826
2098,4622
2860,1107
1019,4623
328,4709
1404,1217
1448,2122
3447,4973
3891,1531
2299,1868
3452,1075
1044,1177
3938,4262
597,569
234,2958
2096,1492
2292,2916
3688,2981
3370,2879
1292,4464
3630,3413
1578,1707
1245,242
1196,4620
35,2288
2595,4140
1153,1969
3251,2416
3122,3261
2088,278
1391,750
1432,2513
3329,2300
964,4080
3363,2680
3257,2854
1108,531
2442,1808
1256,4157
1650,3027
3453,3322
2253,4856
1652,144
1691,4866
1846,2659
2839,2885
3898,2597
3873,2211
36,273
223,2223
1673,3407
2142,3252
820,4569
3252,1315
2334,1821
372,3706
2133,2573
2564,4702
1870,3185
3658,1134
3953,476
1798,4301
30,2543
3672,1804
508,4851
2809,2778
357,14
148,1001
1985,3142
927,1840
1876,1670
2101,1979
2391,4629
2770,1831
1426,371
155,1904
2616,4668
3698,1259
3204,4403
2652,3531
717,4332
1819,3830
3344,2321
3981,23
2955,4335
1202,4979
1513,2428
1593,2753
1416,1206
2823,345
716,3215
2446,4693
1296,812
1264,1191
595,183
1754,377
2554,598
3702,2649
3476,4967
687,49
2731,2556
1623,3523
434,3577
71,1861
3634,1611
3434,3509
3403,3352
1867,4258
2059,3153
819,3163
488,3110
375,2267
2977,2676
1478,4479
2717,4688
212,3578
2199,2207
3929,681
3934,3088
3817,2019
1738,1495
3774,1748
2021,3411
3056,1971
698,283
2211,146
2901,2808
1815,3138
1010,402
2338,4988
892,3705
267,1570
184,4704
3325,4841
1934,4440
3237,4804
727,3925
1600,4429
3013,3032
216,1047
3982,2931
2056,989
1858,2845
2036,156
3749,1856
542,297
214,2811
7,4853
2742,1742
3638,4388
1425,3005
3941,375
1966,3177
1450,3613
1200,2541
847,2427
3845,4165
2272,1543
1061,1068
982,2916
